iter	Passed	Remaining
1664	21384	4302
1665	21396	4289
1666	21407	4276
1667	21419	4263
1668	21431	4250
1669	21442	4237
1670	21454	4224
1671	21467	4211
1672	21480	4198
1673	21491	4185
1674	21503	4172
1675	21514	4159
1676	21526	4146
1677	21538	4133
1678	21550	4120
1679	21561	4107
1680	21573	4094
1681	21586	4081
1682	21598	4068
1683	21611	4055
1684	21624	4042
1685	21637	4029
1686	21649	4016
1687	21662	4004
1688	21674	3990
1689	21688	3978
1690	21701	3965
1691	21714	3952
1692	21726	3939
1693	21739	3926
1694	21751	3914
1695	21763	3901
1696	21776	3888
1697	21789	3875
1698	21801	3862
1699	21814	3849
1700	21827	3836
1701	21841	3824
1702	21853	3811
1703	21866	3798
1704	21878	3785
1705	21892	3772
1706	21904	3759
1707	21916	3746
1708	21929	3734
1709	21942	3721
1710	21954	3708
1711	21967	3695
1712	21981	3682
1713	21994	3670
1714	22007	3657
1715	22020	3644
1716	22032	3631
1717	22045	3618
1718	22059	3605
1719	22072	3593
1720	22085	3580
1721	22097	3567
1722	22110	3554
1723	22122	3541
1724	22133	3528
1725	22145	3515
1726	22157	3502
1727	22169	3489
1728	22181	3476
1729	22194	3463
1730	22206	3450
1731	22217	3437
1732	22229	3424
1733	22240	3411
1734	22251	3398
1735	22263	3385
1736	22274	3372
1737	22285	3359
1738	22296	3346
1739	22308	3333
1740	22318	3320
1741	22330	3307
1742	22341	3294
1743	22353	3281
1744	22364	3268
1745	22375	3255
1746	22387	3242
1747	22400	3229
1748	22411	3216
1749	22422	3203
1750	22433	3190
1751	22445	3177
1752	22456	3164
1753	22468	3151
1754	22479	3138
1755	22490	3125
1756	22502	3112
1757	22513	3099
1758	22525	3086
1759	22536	3073
1760	22547	3060
1761	22559	3047
1762	22570	3034
1763	22581	3021
1764	22593	3008
1765	22605	2995
1766	22617	2982
1767	22628	2969
1768	22640	2956
1769	22651	2943
1770	22662	2930
1771	22673	2917
1772	22684	2904
1773	22696	2891
1774	22708	2878
1775	22719	2865
1776	22730	2852
1777	22742	2839
1778	22754	2826
1779	22765	2813
1780	22776	2800
1781	22788	2787
1782	22799	2774
1783	22810	2761
1784	22821	2748
1785	22833	2735
1786	22844	2722
1787	22855	2709
1788	22866	2696
1789	22878	2684
1790	22889	2671
1791	22901	2658
1792	22912	2645
1793	22924	2632
1794	22935	2619
1795	22946	2606
1796	22958	2593
1797	22969	2580
1798	22981	2567
1799	22993	2554
1800	23004	2541
1801	23016	2528
1802	23028	2516
1803	23039	2503
1804	23050	2490
1805	23061	2477
1806	23073	2464
1807	23084	2451
1808	23095	2438
1809	23106	2425
1810	23118	2412
1811	23130	2399
1812	23143	2387
1813	23154	2374
1814	23166	2361
1815	23177	2348
1816	23189	2335
1817	23201	2322
1818	23213	2309
1819	23225	2296
1820	23236	2284
1821	23249	2271
1822	23261	2258
1823	23273	2245
1824	23284	2232
1825	23296	2219
1826	23307	2207
1827	23318	2194
1828	23330	2181
1829	23342	2168
1830	23354	2155
1831	23365	2142
1832	23378	2129
1833	23389	2117
1834	23401	2104
1835	23414	2091
1836	23426	2078
1837	23438	2065
1838	23449	2052
1839	23461	2040
1840	23473	2027
1841	23486	2014
1842	23498	2001
1843	23511	1989
1844	23524	1976
1845	23536	1963
1846	23549	1950
1847	23562	1938
1848	23574	1925
1849	23586	1912
1850	23600	1899
1851	23612	1886
1852	23624	1874
1853	23637	1861
1854	23649	1848
1855	23661	1835
1856	23674	1823
1857	23686	1810
1858	23698	1797
1859	23710	1784
1860	23724	1772
1861	23738	1759
1862	23750	1746
1863	23762	1733
1864	23775	1721
1865	23787	1708
1866	23799	1695
1867	23813	1682
1868	23825	1669
1869	23837	1657
1870	23849	1644
1871	23862	1631
1872	23874	1618
1873	23887	1606
1874	23900	1593
1875	23912	1580
1876	23924	1567
1877	23937	1555
1878	23950	1542
1879	23963	1529
1880	23976	1516
1881	23989	1504
1882	24002	1491
1883	24014	1478
1884	24027	1465
1885	24040	1453
1886	24052	1440
1887	24065	1427
1888	24077	1414
1889	24089	1402
1890	24102	1389
1891	24114	1376
1892	24127	1363
1893	24138	1350
1894	24151	1338
1895	24163	1325
1896	24176	1312
1897	24189	1299
1898	24203	1287
1899	24217	1274
1900	24230	1261
1901	24244	1249
1902	24257	1236
1903	24271	1223
1904	24285	1211
1905	24298	1198
1906	24310	1185
1907	24323	1172
1908	24336	1160
1909	24349	1147
1910	24362	1134
1911	24374	1121
1912	24386	1109
1913	24400	1096
1914	24412	1083
1915	24425	1070
1916	24437	1058
1917	24450	1045
1918	24463	1032
1919	24476	1019
1920	24488	1007
1921	24501	994
1922	24513	981
1923	24526	968
1924	24538	956
1925	24550	943
1926	24563	930
1927	24576	917
1928	24588	905
1929	24601	892
1930	24613	879
1931	24625	866
1932	24637	853
1933	24649	841
1934	24661	828
1935	24674	815
1936	24686	802
1937	24698	790
1938	24710	777
1939	24722	764
1940	24733	751
1941	24746	739
1942	24758	726
1943	24769	713
1944	24781	700
1945	24793	687
1946	24805	675
1947	24816	662
1948	24828	649
1949	24841	636
1950	24852	624
1951	24864	611
1952	24876	598
1953	24887	585
1954	24898	573
1955	24910	560
1956	24922	547
1957	24935	534
1958	24947	522
1959	24959	509
1960	24971	496
1961	24982	483
1962	24994	471
1963	25006	458
1964	25018	445
1965	25030	432
1966	25041	420
1967	25053	407
1968	25065	394
1969	25076	381
1970	25088	369
1971	25100	356
1972	25111	343
1973	25123	330
1974	25135	318
1975	25147	305
1976	25158	292
1977	25170	279
1978	25182	267
1979	25194	254
1980	25205	241
1981	25217	229
1982	25230	216
1983	25241	203
1984	25253	190
1985	25266	178
1986	25277	165
1987	25290	152
1988	25303	139
1989	25316	127
1990	25329	114
1991	25342	101
1992	25355	89
1993	25367	76
1994	25379	63
1995	25390	50
1996	25402	38
1997	25414	25
1998	25425	12
1999	25437	0
