threshold,f1,f2
0.0,0.003342716396903589,0.008315098468271335
0.005025125628140704,0.7951807228915663,0.8375634517766497
0.010050251256281407,0.8407643312101911,0.8571428571428571
0.01507537688442211,0.868421052631579,0.868421052631579
0.020100502512562814,0.8741721854304636,0.8707124010554089
0.02512562814070352,0.88,0.873015873015873
0.03015075376884422,0.88,0.873015873015873
0.035175879396984924,0.8859060402684564,0.8753315649867374
0.04020100502512563,0.8859060402684564,0.8753315649867374
0.04522613065326633,0.8859060402684564,0.8753315649867374
0.05025125628140704,0.8918918918918919,0.8776595744680851
0.05527638190954774,0.8918918918918919,0.8776595744680851
0.06030150753768844,0.8918918918918919,0.8776595744680851
0.06532663316582915,0.8918918918918919,0.8776595744680851
0.07035175879396985,0.8918918918918919,0.8776595744680851
0.07537688442211056,0.8918918918918919,0.8776595744680851
0.08040201005025126,0.8918918918918919,0.8776595744680851
0.08542713567839195,0.8918918918918919,0.8776595744680851
0.09045226130653267,0.8979591836734694,0.88
0.09547738693467336,0.8979591836734694,0.88
0.10050251256281408,0.8979591836734694,0.88
0.10552763819095477,0.8979591836734694,0.88
0.11055276381909548,0.8979591836734694,0.88
0.11557788944723618,0.8979591836734694,0.88
0.12060301507537688,0.8979591836734694,0.88
0.12562814070351758,0.8979591836734694,0.88
0.1306532663316583,0.8979591836734694,0.88
0.135678391959799,0.8979591836734694,0.88
0.1407035175879397,0.8979591836734694,0.88
0.1457286432160804,0.8979591836734694,0.88
0.15075376884422112,0.8979591836734694,0.88
0.15577889447236182,0.8979591836734694,0.88
0.16080402010050251,0.8979591836734694,0.88
0.1658291457286432,0.8979591836734694,0.88
0.1708542713567839,0.8979591836734694,0.88
0.17587939698492464,0.8979591836734694,0.88
0.18090452261306533,0.8979591836734694,0.88
0.18592964824120603,0.8979591836734694,0.88
0.19095477386934673,0.8979591836734694,0.88
0.19597989949748745,0.8979591836734694,0.88
0.20100502512562815,0.8979591836734694,0.88
0.20603015075376885,0.8979591836734694,0.88
0.21105527638190955,0.9041095890410958,0.8823529411764706
0.21608040201005024,0.9041095890410958,0.8823529411764706
0.22110552763819097,0.9041095890410958,0.8823529411764706
0.22613065326633167,0.9041095890410958,0.8823529411764706
0.23115577889447236,0.9041095890410958,0.8823529411764706
0.23618090452261306,0.9041095890410958,0.8823529411764706
0.24120603015075376,0.9041095890410958,0.8823529411764706
0.24623115577889448,0.9041095890410958,0.8823529411764706
0.25125628140703515,0.9041095890410958,0.8823529411764706
0.2562814070351759,0.9041095890410958,0.8823529411764706
0.2613065326633166,0.9041095890410958,0.8823529411764706
0.2663316582914573,0.9041095890410958,0.8823529411764706
0.271356783919598,0.9041095890410958,0.8823529411764706
0.2763819095477387,0.9103448275862069,0.8847184986595175
0.2814070351758794,0.9103448275862069,0.8847184986595175
0.2864321608040201,0.9166666666666666,0.8870967741935484
0.2914572864321608,0.9166666666666666,0.8870967741935484
0.2964824120603015,0.9166666666666666,0.8870967741935484
0.30150753768844224,0.9166666666666666,0.8870967741935484
0.3065326633165829,0.9166666666666666,0.8870967741935484
0.31155778894472363,0.9166666666666666,0.8870967741935484
0.3165829145728643,0.9166666666666666,0.8870967741935484
0.32160804020100503,0.9166666666666666,0.8870967741935484
0.32663316582914576,0.9166666666666666,0.8870967741935484
0.3316582914572864,0.9166666666666666,0.8870967741935484
0.33668341708542715,0.9166666666666666,0.8870967741935484
0.3417085427135678,0.9166666666666666,0.8870967741935484
0.34673366834170855,0.9166666666666666,0.8870967741935484
0.35175879396984927,0.9166666666666666,0.8870967741935484
0.35678391959798994,0.9166666666666666,0.8870967741935484
0.36180904522613067,0.9166666666666666,0.8870967741935484
0.36683417085427134,0.9166666666666666,0.8870967741935484
0.37185929648241206,0.9166666666666666,0.8870967741935484
0.3768844221105528,0.9166666666666666,0.8870967741935484
0.38190954773869346,0.9166666666666666,0.8870967741935484
0.3869346733668342,0.9166666666666666,0.8870967741935484
0.3919597989949749,0.9166666666666666,0.8870967741935484
0.3969849246231156,0.9166666666666666,0.8870967741935484
0.4020100502512563,0.9166666666666666,0.8870967741935484
0.40703517587939697,0.9166666666666666,0.8870967741935484
0.4120603015075377,0.9166666666666666,0.8870967741935484
0.4170854271356784,0.9166666666666666,0.8870967741935484
0.4221105527638191,0.9166666666666666,0.8870967741935484
0.4271356783919598,0.9166666666666666,0.8870967741935484
0.4321608040201005,0.9090909090909091,0.876010781671159
0.4371859296482412,0.9090909090909091,0.876010781671159
0.44221105527638194,0.9090909090909091,0.876010781671159
0.4472361809045226,0.9090909090909091,0.876010781671159
0.45226130653266333,0.9090909090909091,0.876010781671159
0.457286432160804,0.9090909090909091,0.876010781671159
0.4623115577889447,0.9090909090909091,0.876010781671159
0.46733668341708545,0.9090909090909091,0.876010781671159
0.4723618090452261,0.9090909090909091,0.876010781671159
0.47738693467336685,0.9014084507042254,0.8648648648648649
0.4824120603015075,0.9014084507042254,0.8648648648648649
0.48743718592964824,0.9014084507042254,0.8648648648648649
0.49246231155778897,0.9014084507042254,0.8648648648648649
0.49748743718592964,0.9014084507042254,0.8648648648648649
0.5025125628140703,0.9014084507042254,0.8648648648648649
0.507537688442211,0.9014084507042254,0.8648648648648649
0.5125628140703518,0.9014084507042254,0.8648648648648649
0.5175879396984925,0.9014084507042254,0.8648648648648649
0.5226130653266332,0.9014084507042254,0.8648648648648649
0.5276381909547738,0.9014084507042254,0.8648648648648649
0.5326633165829145,0.9014084507042254,0.8648648648648649
0.5376884422110553,0.9014084507042254,0.8648648648648649
0.542713567839196,0.9014084507042254,0.8648648648648649
0.5477386934673367,0.9014084507042254,0.8648648648648649
0.5527638190954774,0.9014084507042254,0.8648648648648649
0.5577889447236181,0.9014084507042254,0.8648648648648649
0.5628140703517588,0.9014084507042254,0.8648648648648649
0.5678391959798995,0.9014084507042254,0.8648648648648649
0.5728643216080402,0.9014084507042254,0.8648648648648649
0.577889447236181,0.9014084507042254,0.8648648648648649
0.5829145728643216,0.9014084507042254,0.8648648648648649
0.5879396984924623,0.9014084507042254,0.8648648648648649
0.592964824120603,0.9014084507042254,0.8648648648648649
0.5979899497487438,0.9014084507042254,0.8648648648648649
0.6030150753768845,0.9014084507042254,0.8648648648648649
0.6080402010050251,0.9014084507042254,0.8648648648648649
0.6130653266331658,0.9014084507042254,0.8648648648648649
0.6180904522613065,0.9014084507042254,0.8648648648648649
0.6231155778894473,0.9014084507042254,0.8648648648648649
0.628140703517588,0.9014084507042254,0.8648648648648649
0.6331658291457286,0.9014084507042254,0.8648648648648649
0.6381909547738693,0.9014084507042254,0.8648648648648649
0.6432160804020101,0.9014084507042254,0.8648648648648649
0.6482412060301508,0.9014084507042254,0.8648648648648649
0.6532663316582915,0.9014084507042254,0.8648648648648649
0.6582914572864321,0.9014084507042254,0.8648648648648649
0.6633165829145728,0.9014084507042254,0.8648648648648649
0.6683417085427136,0.9014084507042254,0.8648648648648649
0.6733668341708543,0.9014084507042254,0.8648648648648649
0.678391959798995,0.9014084507042254,0.8648648648648649
0.6834170854271356,0.9014084507042254,0.8648648648648649
0.6884422110552764,0.9014084507042254,0.8648648648648649
0.6934673366834171,0.9014084507042254,0.8648648648648649
0.6984924623115578,0.9014084507042254,0.8648648648648649
0.7035175879396985,0.9014084507042254,0.8648648648648649
0.7085427135678392,0.9014084507042254,0.8648648648648649
0.7135678391959799,0.9014084507042254,0.8648648648648649
0.7185929648241206,0.9014084507042254,0.8648648648648649
0.7236180904522613,0.9014084507042254,0.8648648648648649
0.7286432160804021,0.9014084507042254,0.8648648648648649
0.7336683417085427,0.9014084507042254,0.8648648648648649
0.7386934673366834,0.9014084507042254,0.8648648648648649
0.7437185929648241,0.9014084507042254,0.8648648648648649
0.7487437185929648,0.9014084507042254,0.8648648648648649
0.7537688442211056,0.9014084507042254,0.8648648648648649
0.7587939698492463,0.9014084507042254,0.8648648648648649
0.7638190954773869,0.9014084507042254,0.8648648648648649
0.7688442211055276,0.9014084507042254,0.8648648648648649
0.7738693467336684,0.9014084507042254,0.8648648648648649
0.7788944723618091,0.9014084507042254,0.8648648648648649
0.7839195979899498,0.9014084507042254,0.8648648648648649
0.7889447236180904,0.9014084507042254,0.8648648648648649
0.7939698492462312,0.9014084507042254,0.8648648648648649
0.7989949748743719,0.9014084507042254,0.8648648648648649
0.8040201005025126,0.9014084507042254,0.8648648648648649
0.8090452261306533,0.9014084507042254,0.8648648648648649
0.8140703517587939,0.9014084507042254,0.8648648648648649
0.8190954773869347,0.9014084507042254,0.8648648648648649
0.8241206030150754,0.9014084507042254,0.8648648648648649
0.8291457286432161,0.9014084507042254,0.8648648648648649
0.8341708542713568,0.9014084507042254,0.8648648648648649
0.8391959798994975,0.9014084507042254,0.8648648648648649
0.8442211055276382,0.9014084507042254,0.8648648648648649
0.8492462311557789,0.9014084507042254,0.8648648648648649
0.8542713567839196,0.9014084507042254,0.8648648648648649
0.8592964824120604,0.9014084507042254,0.8648648648648649
0.864321608040201,0.9014084507042254,0.8648648648648649
0.8693467336683417,0.9014084507042254,0.8648648648648649
0.8743718592964824,0.9014084507042254,0.8648648648648649
0.8793969849246231,0.9014084507042254,0.8648648648648649
0.8844221105527639,0.9014084507042254,0.8648648648648649
0.8894472361809045,0.9014084507042254,0.8648648648648649
0.8944723618090452,0.9014084507042254,0.8648648648648649
0.8994974874371859,0.9014084507042254,0.8648648648648649
0.9045226130653267,0.9014084507042254,0.8648648648648649
0.9095477386934674,0.9014084507042254,0.8648648648648649
0.914572864321608,0.9014084507042254,0.8648648648648649
0.9195979899497487,0.9014084507042254,0.8648648648648649
0.9246231155778895,0.8936170212765957,0.8536585365853658
0.9296482412060302,0.8936170212765957,0.8536585365853658
0.9346733668341709,0.8936170212765957,0.8536585365853658
0.9396984924623115,0.8936170212765957,0.8536585365853658
0.9447236180904522,0.8936170212765957,0.8536585365853658
0.949748743718593,0.8936170212765957,0.8536585365853658
0.9547738693467337,0.8936170212765957,0.8536585365853658
0.9597989949748744,0.8936170212765957,0.8536585365853658
0.964824120603015,0.8936170212765957,0.8536585365853658
0.9698492462311558,0.8936170212765957,0.8536585365853658
0.9748743718592965,0.9,0.8559782608695652
0.9798994974874372,0.9,0.8559782608695652
0.9849246231155779,0.9,0.8559782608695652
0.9899497487437187,0.9,0.8559782608695652
0.9949748743718593,0.9,0.8559782608695652
1.0,0.0,0.0
